kappa,length_um,split_ratio
0.01358974358974359,19.71356783919598,0.07007095004680429
0.01358974358974359,19.959798994974875,0.07178892043457538
0.01358974358974359,20.20603015075377,0.07352606977128168
0.01358974358974359,20.452261306532666,0.0752823202525412
0.01358974358974359,20.69849246231156,0.07705759321845954
0.01358974358974359,20.944723618090453,0.078851809157153
0.01358974358974359,21.190954773869347,0.08066488770830979
0.01358974358974359,21.43718592964824,0.08249674766678926
0.01358974358974359,21.683417085427138,0.08434730698625893
0.01358974358974359,21.92964824120603,0.08621648278286925
0.01358974358974359,22.175879396984925,0.0881041913389659
0.01358974358974359,22.42211055276382,0.0900103481068392
0.01358974358974359,22.668341708542716,0.09193486771251116
0.01358974358974359,22.91457286432161,0.09387766395955897
0.01358974358974359,23.160804020100503,0.09583864983297588
0.01358974358974359,23.407035175879397,0.09781773750306819
0.01358974358974359,23.653266331658294,0.09981483832938925
0.01358974358974359,23.899497487437188,0.10182986286470938
0.01358974358974359,24.14572864321608,0.10386272085902223
0.01358974358974359,24.391959798994975,0.10591332126358685
0.01358974358974359,24.63819095477387,0.10798157223500557
0.01358974358974359,24.884422110552766,0.1100673811393377
0.01358974358974359,25.13065326633166,0.11217065455624832
0.01358974358974359,25.376884422110553,0.11429129828319248
0.01358974358974359,25.623115577889447,0.11642921733963445
0.01358974358974359,25.869346733668344,0.11858431597130173
0.01358974358974359,26.115577889447238,0.12075649765447365
0.01358974358974359,26.36180904522613,0.12294566510030469
0.01358974358974359,26.608040201005025,0.12515172025918186
0.01358974358974359,26.854271356783922,0.12737456432511604
0.01358974358974359,27.100502512562816,0.12961409774016755
0.01358974358974359,27.34673366834171,0.13187022019890515
0.01358974358974359,27.592964824120603,0.13414283065289853
0.01358974358974359,27.8391959798995,0.1364318273152442
0.01358974358974359,28.085427135678394,0.1387371076651242
0.01358974358974359,28.331658291457288,0.1410585684523981
0.01358974358974359,28.57788944723618,0.1433961057022273
0.01358974358974359,28.824120603015075,0.14574961471973194
0.01358974358974359,29.070351758793972,0.1481189900946799
0.01358974358974359,29.316582914572866,0.1505041257062081
0.01358974358974359,29.56281407035176,0.15290491472757567
0.01358974358974359,29.809045226130653,0.1553212496309481
0.01358974358974359,30.05527638190955,0.1577530221922137
0.01358974358974359,30.301507537688444,0.16020012349583057
0.01358974358974359,30.547738693467338,0.1626624439397048
0.01358974358974359,30.79396984924623,0.16513987324009952
0.01358974358974359,31.04020100502513,0.16763230043657415
0.01358974358974359,31.286432160804022,0.17013961389695417
0.01358974358974359,31.532663316582916,0.17266170132233122
0.01358974358974359,31.77889447236181,0.17519844975209245
0.01358974358974359,32.02512562814071,0.17774974556898032
0.01358974358974359,32.2713567839196,0.18031547450418065
0.01358974358974359,32.517587939698494,0.18289552164244122
0.01358974358974359,32.76381909547739,0.18548977142721837
0.01358974358974359,33.01005025125628,0.18809810766585267
0.01358974358974359,33.256281407035175,0.19072041353477293
0.01358974358974359,33.50251256281407,0.19335657158472863
0.01358974358974359,33.74874371859297,0.19600646374605046
0.01358974358974359,33.99497487437186,0.1986699713339379
0.01358974358974359,34.24120603015076,0.2013469750537758
0.01358974358974359,34.48743718592965,0.2040373550064767
0.01358974358974359,34.733668341708544,0.20674099069385132
0.01358974358974359,34.97989949748744,0.20945776102400537
0.01358974358974359,35.22613065326633,0.21218754431676315
0.01358974358974359,35.472361809045225,0.2149302183091171
0.01358974358974359,35.718592964824126,0.2176856601607045
0.01358974358974359,35.96482412060302,0.22045374645930832
0.01358974358974359,36.21105527638191,0.22323435322638563
0.01358974358974359,36.45728643216081,0.2260273559226199
0.01358974358974359,36.7035175879397,0.22883262945349891
0.01358974358974359,36.949748743718594,0.23165004817491786
0.01358974358974359,37.19597989949749,0.2344794858988064
0.01358974358974359,37.44221105527638,0.23732081589878085
0.01358974358974359,37.688442211055275,0.2401739109158196
0.01358974358974359,37.934673366834176,0.24303864316396334
0.01358974358974359,38.18090452261307,0.245914884336038
0.01358974358974359,38.42713567839196,0.2488025056094016
0.01358974358974359,38.67336683417086,0.2517013776517142
0.01358974358974359,38.91959798994975,0.25461137062673017
0.01358974358974359,39.165829145728644,0.25753235420011367
0.01358974358974359,39.41206030150754,0.260464197545276
0.01358974358974359,39.65829145728643,0.26340676934923507
0.01358974358974359,39.90452261306533,0.2663599378184971
0.01358974358974359,40.150753768844226,0.26932357068495855
0.01358974358974359,40.39698492462312,0.2722975352118312
0.01358974358974359,40.64321608040201,0.27528169819958676
0.01358974358974359,40.88944723618091,0.27827592599192286
0.01358974358974359,41.1356783919598,0.28128008448174924
0.01358974358974359,41.381909547738694,0.2842940391171939
0.01358974358974359,41.62814070351759,0.2873176549076303
0.01358974358974359,41.87437185929648,0.29035079642972234
0.01358974358974359,42.12060301507538,0.2933933278334908
0.01358974358974359,42.366834170854275,0.29644511284839686
0.01358974358974359,42.61306532663317,0.29950601478944644
0.01358974358974359,42.85929648241206,0.3025758965633113
0.01358974358974359,43.10552763819096,0.3056546206744698
